lead_time,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,country,previous_cancellations,reserved_room_type,booking_changes,adr,total_of_special_requests,is_canceled
86,9,39,24,0,2,1,0,0,FRA,0,1,1,87.5,0,N
1,4,18,26,0,1,3,0,0,PRT,0,6,0,205.95,1,N
1,6,23,2,0,2,2,0,0,PRT,0,1,1,119.0,1,N
15,12,53,29,1,3,2,0,0,FRA,0,1,0,102.0,2,N
105,10,42,12,1,2,2,0,0,PRT,0,1,0,110.0,0,Y
147,9,37,8,1,3,2,1,0,BRA,0,1,0,111.19,2,N
3,12,52,22,2,7,1,0,0,PRT,0,1,0,67.5,0,N
25,3,11,16,0,3,2,0,0,NLD,0,4,0,128.0,0,Y
3,11,45,6,0,2,1,0,0,DEU,0,1,0,101.0,2,N
15,8,35,27,0,2,1,0,0,PRT,0,1,0,80.0,1,Y
100,3,12,17,1,3,2,0,0,NLD,0,1,0,73.95,0,N
263,10,43,21,0,2,2,0,0,PRT,0,1,0,110.0,0,Y
54,5,21,26,1,2,2,0,0,GBR,0,1,0,121.6,1,N
189,6,22,2,0,2,2,0,0,PRT,0,1,0,100.0,0,Y
141,9,39,20,1,0,2,0,0,CN,0,1,0,90.0,0,N
166,5,18,1,1,1,2,0,0,USA,0,1,0,99.0,2,N
89,6,27,26,2,3,2,0,0,FRA,0,1,0,107.1,2,N
75,1,1,7,1,1,1,0,0,USA,0,1,0,86.4,1,Y
11,8,35,24,1,0,2,0,0,PRT,0,1,0,90.0,1,N
335,10,42,13,0,3,2,0,0,FRA,0,1,1,90.0,1,N
260,12,53,25,1,0,2,0,0,DEU,0,1,0,67.5,2,N
279,10,42,12,0,3,2,0,0,PRT,0,1,0,110.0,0,Y
58,5,21,18,0,1,3,0,0,RUS,0,4,0,159.3,0,Y
3,6,25,12,1,0,2,0,0,PRT,0,1,0,100.0,0,N
68,7,31,24,2,1,2,1,0,USA,0,1,0,121.5,0,Y
34,1,3,18,0,1,1,0,0,ESP,0,1,0,75.0,0,N
100,3,11,16,0,2,2,0,0,FRA,0,1,0,79.2,1,N
447,9,40,29,0,2,2,0,0,PRT,0,1,0,62.0,0,Y
8,12,51,16,0,4,2,0,0,FRA,0,1,0,77.6,0,N
3,2,9,25,0,1,1,0,0,PRT,0,1,0,66.0,1,N
1,5,21,21,2,2,2,0,0,FRA,0,1,0,99.0,0,N
220,9,36,3,1,1,2,1,0,DEU,0,1,0,143.1,1,Y
79,2,7,13,2,5,3,0,0,POL,0,4,0,130.9,1,Y
1,6,23,2,0,2,2,0,0,PRT,0,1,1,110.0,1,N
46,5,21,16,1,1,3,0,0,PRT,0,4,1,163.8,2,N
105,3,13,31,2,2,2,0,0,POL,0,1,0,110.7,1,Y
207,8,32,4,0,1,2,2,0,DEU,0,6,0,168.3,1,N
0,3,14,30,0,1,1,0,0,PRT,0,6,0,0.0,1,N
134,6,22,1,0,1,2,0,0,GBR,0,1,0,108.0,1,Y
130,4,15,12,0,3,2,0,0,FRA,0,1,2,123.0,2,N
114,11,49,30,2,5,2,0,0,DEU,0,1,0,41.43,0,N
11,3,11,14,0,2,1,0,0,PRT,0,1,0,0.0,0,N
11,5,23,29,2,3,2,0,0,DEU,0,1,0,111.35,1,N
9,9,38,14,0,3,2,2,0,FRA,0,6,0,249.0,1,N
21,5,19,4,0,1,2,0,0,GBR,0,4,0,165.0,1,N
157,8,34,19,2,3,2,2,0,POL,0,6,0,217.6,2,N
18,3,12,20,1,0,1,0,0,SWE,0,4,0,95.0,0,N
1,3,9,3,0,2,2,0,0,PRT,0,1,0,108.0,1,N
20,3,12,22,0,2,2,0,0,PRT,0,1,0,98.0,0,Y
457,8,34,25,0,2,2,0,0,DEU,0,1,1,122.4,1,N
199,11,45,4,1,2,2,0,0,GBR,0,1,0,68.0,1,N
97,3,10,6,1,1,2,0,0,BRA,0,1,0,79.2,0,Y
38,1,2,14,0,1,1,0,0,PRT,0,1,0,75.0,0,Y
47,11,46,12,2,3,2,0,0,DEU,0,1,0,89.08,1,N
27,1,2,5,0,1,1,0,0,USA,0,1,1,64.8,0,N
90,4,16,16,2,2,1,0,0,CHE,0,1,0,80.75,0,N
56,2,5,1,0,3,2,0,0,PRT,0,1,0,60.0,0,Y
273,7,29,17,0,2,1,0,0,PRT,0,1,1,87.0,0,N
170,7,30,18,1,3,2,0,0,DEU,0,1,0,95.2,1,Y
58,12,53,27,2,4,2,0,0,CHE,0,4,0,78.53,1,N
97,12,53,29,0,4,2,0,0,FRA,0,4,0,60.5,1,N
68,2,8,17,0,2,2,0,0,PRT,1,1,0,75.0,0,Y
89,7,30,17,2,2,2,0,0,GBR,0,1,0,72.25,3,N
10,7,27,6,0,1,2,0,0,ESP,0,1,0,118.0,2,Y
179,4,14,7,1,2,2,0,0,ESP,0,2,1,119.68,1,Y
314,10,42,12,0,3,2,0,0,PRT,0,1,0,75.0,0,Y
8,5,18,2,0,4,2,0,0,PRT,0,1,0,160.0,0,N
337,6,24,9,0,2,2,0,0,PRT,0,1,0,62.0,0,Y
134,2,8,25,0,1,1,0,0,PRT,0,1,0,75.0,0,N
168,9,37,11,0,2,2,0,0,PRT,0,1,0,60.0,0,N
4,11,49,29,0,3,2,0,0,ITA,0,1,1,138.33,0,N
57,4,14,3,1,4,2,2,0,FRA,0,6,0,277.0,0,Y
34,6,25,19,1,0,2,1,0,SWE,0,1,0,160.0,1,Y
152,8,34,20,2,4,2,1,0,CYP,0,1,0,148.5,2,N
0,9,37,7,1,1,2,0,0,PRT,0,4,0,118.8,0,Y
33,6,26,20,1,2,2,0,0,ISR,0,1,0,85.5,0,N
304,8,34,17,1,1,2,0,0,PRT,1,1,0,62.0,0,Y
115,3,13,20,2,0,1,0,0,PRT,1,1,0,70.0,0,Y
65,12,50,4,2,2,2,0,0,GRC,0,1,0,68.0,1,N
17,11,46,8,0,0,2,0,0,PRT,0,1,0,0.0,0,N
31,12,53,28,1,2,2,0,0,FRA,0,1,0,80.0,0,N
37,3,11,15,0,2,2,0,0,PRT,0,1,0,110.0,0,Y
116,4,17,29,1,1,3,0,0,ITA,0,5,0,189.0,0,Y
14,9,38,15,0,3,1,0,0,RUS,0,1,0,114.0,1,N
21,4,16,18,0,1,2,0,0,PRT,0,1,0,115.0,1,Y
414,12,49,5,2,1,2,0,0,PRT,1,1,0,62.0,0,Y
4,12,50,11,0,2,2,0,0,PRT,0,4,0,116.0,0,N
277,7,28,13,0,3,2,0,0,GBR,0,4,0,120.6,1,Y
116,3,12,24,0,2,1,0,0,FRA,0,1,1,90.0,0,N
14,2,8,20,1,2,2,1,0,DNK,0,4,0,109.73,1,N
5,3,10,8,0,1,1,0,0,PRT,0,1,0,80.0,2,N
1,8,34,20,0,1,2,0,0,FRA,0,1,0,159.0,0,N
111,4,14,3,1,1,2,0,0,ISR,0,1,0,95.0,1,N
364,6,24,16,0,1,1,0,0,PRT,0,1,1,64.5,0,N
282,12,53,29,1,3,2,0,0,ESP,0,1,0,115.6,0,Y
119,8,32,6,2,1,2,0,0,CHE,0,4,0,124.0,1,N
12,7,28,7,0,3,3,0,0,PRT,0,4,0,182.33,2,N
162,7,30,26,2,8,1,1,0,PRT,0,4,0,96.91,0,Y
504,8,32,12,2,1,1,0,0,PRT,0,1,3,0.0,0,N
88,3,12,22,0,4,2,0,0,ITA,0,4,0,100.3,1,Y
205,9,38,16,1,2,2,0,0,PRT,0,1,0,120.0,0,Y
133,4,16,19,0,4,2,0,0,POL,0,1,0,124.0,0,N
414,12,49,5,2,1,1,0,0,PRT,1,1,0,60.0,0,Y
409,5,22,31,0,3,2,0,0,AUS,0,1,0,112.67,2,N
222,7,28,13,2,4,2,0,0,USA,0,1,0,107.1,0,N
32,6,24,13,0,1,1,0,0,GBR,0,1,0,108.0,1,Y
28,4,16,16,1,1,2,0,0,PRT,0,1,0,114.0,1,N
178,4,18,28,0,3,2,0,0,PRT,1,1,0,120.0,0,Y
173,5,19,7,2,2,2,0,0,GBR,0,1,0,89.1,1,N
295,7,29,20,0,2,0,2,0,ZAF,0,2,0,91.4,1,N
247,6,24,6,1,1,2,0,0,DEU,0,1,0,115.0,1,N
170,8,32,1,1,2,2,0,0,BEL,0,1,0,105.3,0,N
49,3,9,3,2,3,2,0,0,DEU,0,1,0,68.0,0,N
74,9,38,18,0,2,1,0,0,PRT,0,1,0,80.0,0,Y
1,9,40,26,1,1,2,0,0,FRA,0,1,0,170.0,1,N
23,1,3,20,0,2,2,0,0,FRA,0,1,0,106.75,2,Y
9,5,20,15,1,4,2,0,0,NOR,0,4,0,129.2,2,N
140,11,47,18,0,3,2,0,0,PRT,0,1,0,75.0,0,N
407,5,18,6,2,1,2,0,0,PRT,0,1,0,90.0,0,Y
45,9,37,10,2,1,2,1,0,PRT,0,1,0,96.33,1,N
191,6,23,3,1,2,2,0,0,FRA,0,1,0,132.0,0,N
29,9,39,18,2,0,2,0,0,GBR,0,1,0,122.55,0,Y
56,3,10,6,1,0,2,0,0,IRL,0,2,1,79.74,0,N
11,6,24,12,1,1,1,0,0,DEU,0,1,1,95.0,0,N
156,7,27,2,2,1,2,0,0,AUT,0,1,0,96.3,2,N
423,7,29,22,1,1,2,0,0,DEU,0,1,0,122.4,1,N
328,9,37,10,0,2,2,0,0,PRT,1,1,0,62.0,0,Y
21,8,35,28,1,0,2,0,0,PRT,0,1,0,149.0,1,N
295,4,14,6,0,3,2,0,0,IRL,0,1,0,109.8,0,Y
137,1,5,27,0,2,1,0,0,PRT,1,1,0,70.0,0,Y
304,8,34,17,1,1,2,0,0,PRT,1,1,0,62.0,0,Y
23,8,36,30,0,3,2,0,0,ITA,0,1,0,93.5,2,N
243,4,16,16,2,3,1,2,0,FRA,0,2,0,97.65,1,N
0,6,25,16,0,1,2,0,0,PRT,0,1,0,0.0,1,Y
215,4,16,19,0,2,2,0,0,DEU,0,1,0,117.0,2,N
64,9,37,6,1,5,2,0,0,FRA,0,4,0,136.8,0,Y
26,4,17,18,1,1,2,0,0,DEU,0,1,0,89.0,1,N
39,11,47,15,2,5,2,0,0,BRA,0,1,0,97.4,1,N
15,2,7,14,0,2,1,0,0,GBR,0,1,0,98.0,0,Y
1,8,33,10,1,3,2,0,0,PRT,0,1,0,89.0,0,N
247,10,44,25,0,4,2,0,0,ROU,0,1,0,90.95,1,N
10,9,36,3,0,1,2,2,0,PRT,0,6,0,155.0,1,N
124,7,30,23,2,1,2,0,0,NLD,0,1,0,72.25,0,N
405,8,34,18,0,2,2,0,0,PRT,0,1,0,62.0,0,Y
161,7,29,16,2,2,2,0,0,GBR,0,1,0,87.13,1,N
517,12,50,8,0,2,2,0,0,PRT,0,1,0,62.8,0,Y
68,9,40,29,0,2,2,0,0,FRA,0,1,0,65.0,0,N
7,4,14,7,0,1,2,0,0,PRT,0,1,0,115.0,1,N
238,10,42,13,0,3,1,0,0,PRT,0,1,0,80.0,0,N
0,6,26,28,0,1,1,0,0,PRT,0,4,0,120.0,0,N
4,12,51,14,0,1,1,0,0,ESP,0,1,0,88.0,1,N
38,12,51,16,0,2,2,0,0,PRT,0,1,0,0.0,0,N
76,3,13,21,1,5,2,0,0,BRA,0,1,0,76.5,1,N
12,8,32,5,0,3,2,0,0,RUS,0,1,0,65.0,0,N
94,4,15,14,1,2,2,0,0,POL,0,1,1,80.1,0,N
323,5,22,26,0,2,2,0,0,PRT,0,1,0,62.0,0,Y
10,5,19,13,1,1,2,0,0,FRA,0,1,0,170.0,2,Y
332,9,38,14,1,1,2,0,0,PRT,1,1,0,62.0,0,Y
159,8,32,7,1,1,3,0,0,FRA,0,4,0,184.5,0,N
301,7,31,30,1,1,1,0,0,DEU,0,1,1,90.0,0,N
95,5,20,20,2,1,2,0,0,DEU,0,1,0,126.0,0,Y
316,5,19,10,0,2,2,0,0,PRT,0,1,0,109.8,1,Y
1,2,7,7,2,1,2,0,0,FRA,0,4,1,51.5,0,N
29,2,7,12,0,2,2,0,0,IRL,0,1,0,86.45,1,N
150,10,45,30,2,0,2,0,0,BRA,0,1,0,80.1,0,Y
104,6,24,9,0,3,2,1,0,BRA,0,1,0,143.1,0,Y
2,2,6,9,0,1,2,0,0,PRT,0,1,0,97.0,1,N
221,8,33,12,0,1,1,0,0,DEU,0,1,0,73.0,0,N
64,5,21,17,0,2,2,0,0,FRA,0,1,2,140.0,1,N
116,2,10,28,2,1,1,0,0,PRT,0,1,0,61.0,0,Y
277,11,46,7,1,2,2,0,0,PRT,0,1,0,100.0,0,Y
1,3,10,2,0,1,1,0,0,FRA,0,1,0,0.0,0,N
140,8,35,27,2,3,2,2,0,AUT,0,6,0,235.0,0,N
128,10,42,11,0,3,2,0,0,RUS,0,1,0,118.8,1,Y
169,6,24,16,2,2,2,0,0,DEU,0,4,0,130.5,0,N
99,4,15,15,2,4,1,0,0,DEU,0,1,2,113.0,0,N
155,6,23,10,1,1,2,0,0,BRA,0,1,0,144.0,2,Y
1,3,12,22,0,1,1,0,0,TUR,0,1,0,99.0,2,N
111,4,14,3,1,1,1,0,0,ISR,0,1,1,85.0,1,N
95,3,13,26,2,3,2,0,0,NLD,0,1,0,91.8,1,Y
131,6,24,15,0,3,3,0,0,AUT,0,4,1,171.0,0,Y
89,12,52,22,2,3,3,0,0,USA,0,4,0,119.0,1,Y
1,12,53,27,2,1,1,0,0,PRT,0,1,0,65.0,0,N
12,7,29,18,2,3,2,0,0,PRT,0,1,1,62.0,0,N
156,4,17,26,0,3,2,0,0,PRT,0,1,0,100.0,0,Y
14,5,20,9,3,10,1,0,0,AGO,0,5,0,170.85,0,Y
396,6,26,25,2,0,1,0,0,PRT,0,1,1,95.5,1,N
0,9,37,8,0,1,1,0,0,PRT,0,1,0,114.0,0,N
18,7,28,15,0,1,2,0,0,AUT,0,1,0,120.0,2,N
151,5,19,13,2,2,2,0,0,PRT,0,1,0,95.0,0,Y
44,4,17,23,2,1,2,0,0,PRT,0,2,0,95.0,0,N
6,8,33,14,2,3,1,0,0,FRA,0,1,0,83.2,1,N
27,6,24,9,0,1,2,0,0,PRT,0,1,0,120.0,0,Y
180,8,32,3,0,4,2,0,0,BEL,0,1,0,89.25,0,N
169,7,31,24,2,1,2,1,0,BEL,0,4,0,128.4,2,N
9,11,46,11,0,2,2,0,0,PRT,0,1,0,0.0,3,N
52,3,11,13,1,1,1,0,0,PRT,0,1,0,80.0,0,Y
0,11,47,14,1,0,2,0,0,PRT,0,1,0,105.0,0,N
364,10,42,16,0,2,2,0,0,PRT,1,1,0,101.5,0,Y
419,9,36,1,0,2,2,0,0,PRT,0,1,0,62.0,0,Y
1,2,6,3,0,2,1,0,0,FRA,0,1,0,92.0,2,N
38,6,22,2,0,1,2,0,0,ESP,0,1,0,140.0,1,N
97,5,18,5,0,2,3,0,0,ITA,0,4,0,171.0,0,Y
221,10,41,10,2,1,2,0,0,FRA,0,1,0,65.0,0,N
50,4,15,8,0,2,1,0,0,PRT,0,1,1,112.5,0,Y
13,8,35,29,0,1,1,0,0,PRT,1,1,0,65.0,0,N
27,11,48,22,0,1,2,0,0,IRL,0,1,1,98.0,0,N
131,7,31,30,2,6,3,0,0,ESP,0,4,0,137.19,0,Y
601,3,9,2,0,2,2,0,0,PRT,0,1,0,62.0,0,Y
60,10,42,12,1,3,2,0,0,PRT,0,1,0,65.0,1,N
250,9,40,26,1,3,2,0,0,PRT,0,1,0,95.0,0,Y
89,3,10,3,0,3,2,0,0,FRA,0,1,0,80.3,0,N
91,4,17,27,0,3,2,0,0,DEU,0,1,0,117.0,1,N
245,12,53,29,1,3,2,0,0,DEU,0,1,0,145.8,1,N
156,4,17,26,0,3,2,0,0,PRT,0,1,0,100.0,0,Y
6,4,15,8,2,2,3,0,0,KOR,0,4,0,148.5,0,Y
9,2,9,22,1,1,2,0,0,ESP,0,4,1,86.8,0,N
145,6,27,28,0,2,2,0,0,ESP,0,1,0,105.3,1,N
4,2,7,12,0,2,2,0,0,ESP,0,1,0,88.0,1,N
433,9,38,15,0,2,2,0,0,PRT,0,1,0,62.0,0,Y
457,8,34,25,0,2,2,0,0,PRT,0,1,0,80.0,0,Y
136,8,33,7,2,5,2,0,0,PRT,0,1,0,107.95,0,Y
48,4,14,7,1,2,3,0,0,BRA,0,4,0,180.0,1,Y
193,8,34,23,0,3,2,0,0,DEU,0,4,0,126.0,1,N
207,12,53,30,1,2,2,0,0,FRA,0,1,0,95.0,0,N
113,6,27,30,1,3,2,0,0,PRT,0,1,0,85.0,0,Y
48,2,8,22,0,2,2,0,0,ESP,0,1,1,75.0,1,N
395,3,13,21,1,2,2,0,0,PRT,1,1,0,62.8,0,Y
29,12,49,2,0,2,2,0,0,PRT,0,1,3,85.0,2,N
352,6,23,4,2,2,2,0,0,DEU,0,1,0,83.75,1,N
150,6,24,17,2,3,1,0,0,PRT,0,1,0,120.0,0,Y
140,4,17,28,2,2,2,0,0,FRA,0,1,0,130.0,1,N
45,6,25,17,1,2,2,0,0,PRT,0,1,0,65.0,1,N
304,11,45,3,0,3,2,0,0,PRT,0,1,0,89.0,0,Y
63,9,36,1,2,4,2,0,0,FRA,0,4,0,111.6,1,N
5,4,17,26,0,1,1,0,0,PRT,0,4,2,0.0,3,N
243,7,30,26,0,4,2,0,0,PRT,0,1,0,110.0,0,Y
172,7,31,26,1,5,2,0,0,DEU,0,1,0,72.25,0,N
103,5,18,2,0,4,1,0,0,FRA,0,1,0,117.0,0,Y
90,4,15,9,2,3,2,1,0,DEU,0,1,0,136.8,2,Y
29,12,49,2,0,2,2,0,0,PRT,0,1,0,85.0,0,N
242,7,31,29,0,2,2,0,0,BEL,0,2,0,81.45,0,N
98,12,53,29,0,3,2,0,0,PRT,1,1,0,106.0,1,Y
204,7,30,27,0,1,3,0,0,ITA,0,4,2,144.0,0,Y
20,11,46,10,0,4,2,0,0,ROU,0,1,0,75.0,0,N
86,5,21,20,1,2,2,0,0,PRT,0,1,0,65.0,1,N
109,2,9,21,2,1,2,0,0,PRT,1,1,0,75.0,0,Y
64,8,31,1,0,1,2,0,0,GBR,0,1,0,130.0,1,Y
95,5,18,2,0,5,3,0,0,NLD,0,4,0,171.0,1,N
3,12,50,6,2,0,2,0,0,ESP,0,4,0,78.2,0,N
234,10,44,25,0,4,2,0,0,DEU,0,4,0,103.7,1,N
2,11,47,16,0,1,2,0,0,CHE,0,1,1,105.0,0,Y
91,6,24,16,0,2,3,0,0,PRT,0,6,0,256.5,0,Y
140,11,47,18,0,3,2,0,0,PRT,0,1,0,75.0,1,N
141,8,32,1,1,5,3,0,0,ESP,0,4,0,131.47,1,N
292,7,30,21,0,2,1,0,0,DEU,0,1,1,90.0,0,N
138,5,23,31,0,3,2,0,0,BRA,0,1,0,105.9,1,N
217,7,30,18,1,1,2,0,0,FRA,0,2,0,95.63,1,Y
114,7,27,1,1,2,1,0,0,PRT,0,1,0,75.0,0,Y
475,10,44,27,0,2,2,0,0,PRT,0,1,0,62.0,0,Y
59,1,4,23,1,1,2,0,0,PRT,0,1,0,80.0,0,Y
5,10,43,19,1,3,2,0,0,ESP,0,1,1,123.0,1,N
16,9,39,25,2,2,1,0,0,BEL,0,1,1,170.0,0,N
113,5,23,31,0,3,1,0,0,PRT,0,1,0,100.0,0,Y
278,7,30,22,0,2,2,0,0,PRT,1,1,0,62.0,0,Y
17,10,42,11,2,5,1,0,0,PRT,1,4,0,128.71,0,Y
91,7,29,16,2,1,2,0,0,NLD,0,4,0,118.8,2,N
151,1,4,19,0,3,1,0,0,PRT,0,1,0,80.0,0,Y
7,5,18,5,0,2,2,0,0,DEU,0,1,0,170.0,1,N
101,4,16,16,0,1,2,1,0,BRA,0,1,0,65.83,2,N
2,2,7,10,2,4,2,0,0,AGO,0,1,5,80.67,0,N
39,4,17,26,0,3,3,2,0,CHE,0,7,0,289.0,0,N
139,4,14,8,2,2,2,0,0,BRA,0,1,0,117.0,0,Y
184,7,30,29,2,6,3,0,0,ROU,0,1,0,107.1,1,N
111,4,14,3,1,1,2,0,0,ISR,0,1,0,95.0,1,N
36,10,42,13,0,1,1,0,0,PRT,0,1,0,102.6,0,Y
7,6,26,19,2,2,2,0,0,FRA,0,4,0,156.0,1,N
187,8,32,11,1,2,2,0,0,NLD,0,1,0,112.5,1,N
147,8,33,13,2,5,2,1,0,ESP,0,1,0,122.04,0,Y
126,8,35,24,0,3,2,0,0,ESP,0,4,0,121.13,0,N
178,9,37,9,0,2,1,0,0,PRT,0,1,0,135.0,0,Y
0,10,44,26,0,0,1,0,0,PRT,0,1,0,0.0,1,N
59,10,44,29,0,2,1,0,0,PRT,0,1,0,75.0,0,N
97,10,41,7,0,2,2,0,0,PRT,0,1,0,62.0,0,N
153,10,44,27,0,1,2,0,0,PRT,0,1,0,80.1,2,Y
197,10,45,31,1,0,2,0,0,CHE,0,1,0,96.3,3,Y
71,6,26,29,1,3,3,0,0,NLD,0,4,1,190.0,1,N
66,3,10,10,1,2,2,0,0,PRT,0,1,0,80.0,1,N
19,4,16,14,1,3,3,0,0,GBR,0,4,0,156.5,0,Y
368,8,35,28,1,2,2,0,0,PRT,0,1,1,80.1,0,Y
24,9,40,26,1,1,2,0,0,CHN,0,1,0,107.1,0,Y
198,4,18,24,2,2,2,0,0,PRT,0,1,2,95.4,0,Y
86,3,14,31,1,3,2,0,0,FRA,0,1,0,82.45,1,N
87,9,37,11,0,2,1,0,0,FRA,0,1,0,100.0,0,Y
39,8,33,14,0,2,2,0,0,DEU,0,1,0,109.0,0,N
68,2,8,17,0,2,2,0,0,PRT,1,1,0,75.0,0,Y
66,2,7,9,0,3,2,0,0,POL,0,2,1,80.55,1,N
110,6,25,17,2,2,2,0,0,GBR,0,1,0,109.65,1,N
143,4,14,6,0,3,3,0,0,ITA,0,4,0,166.5,1,N
115,5,19,11,0,3,2,0,0,GBR,0,1,0,120.0,0,N
161,5,18,5,0,2,2,0,0,PRT,0,1,0,120.0,0,Y
36,10,42,13,0,1,1,0,0,AUS,0,1,0,102.6,2,N
337,6,24,9,0,2,2,0,0,PRT,0,1,0,62.0,0,Y
14,5,21,24,0,2,1,0,0,ARG,0,4,0,157.5,0,N
39,8,33,10,1,1,2,0,0,PRT,0,1,0,62.0,0,N
219,9,40,30,1,2,2,0,0,PRT,0,1,0,120.0,0,Y
200,7,29,15,3,7,2,0,0,GBR,0,1,0,90.95,1,Y
33,11,45,7,2,5,2,0,0,DEU,0,1,0,41.43,0,N
0,8,35,28,1,0,2,1,1,PRT,0,4,2,150.0,0,N
44,7,27,1,0,2,2,0,0,PRT,0,1,0,101.15,0,Y
222,9,38,14,0,3,2,0,0,CHE,0,2,1,116.1,0,N
3,9,39,19,1,1,1,0,0,ESP,0,1,0,95.0,0,N
18,1,3,15,2,5,2,0,0,KOR,0,4,0,97.0,0,Y
6,10,44,28,0,3,2,0,0,ISR,0,1,1,75.0,0,N
183,5,20,20,2,5,3,0,0,FRA,0,4,0,175.11,0,Y
55,11,48,22,2,1,2,0,0,BEL,0,4,0,60.0,0,N
203,5,22,31,0,4,2,0,0,NLD,0,1,0,91.51,3,N
68,4,14,5,0,3,1,0,0,NLD,0,1,1,100.0,0,N
21,8,36,28,2,1,2,0,0,DEU,0,1,0,125.0,1,N
11,4,18,30,1,1,2,2,0,ESP,0,6,0,225.0,2,N
126,5,21,21,2,3,2,0,0,NLD,0,4,0,136.8,2,N
113,2,9,25,0,3,2,0,0,PRT,1,1,0,75.0,0,Y
58,2,7,14,0,1,2,0,0,FRA,0,1,0,95.4,1,N
65,1,2,12,0,2,1,0,0,PRT,0,1,0,65.0,0,Y
166,8,34,18,2,6,2,0,0,ITA,0,1,2,100.12,0,Y
87,4,15,15,2,2,2,0,0,PRT,0,1,0,95.0,0,Y
1,7,28,4,1,2,2,0,0,CN,0,1,0,107.03,1,N
1,7,30,21,0,1,1,0,0,PRT,0,1,0,88.0,1,N
56,2,5,1,0,3,2,0,0,PRT,0,1,0,60.0,0,Y
156,3,13,28,0,3,2,0,0,BRA,0,4,0,79.0,1,N
258,7,27,2,0,2,2,0,0,PRT,1,1,0,62.0,0,Y
161,3,13,25,1,2,2,0,0,PRT,0,1,0,130.0,0,Y
144,6,22,1,0,3,2,0,0,IRL,0,1,0,116.67,1,N
15,2,7,17,0,2,2,0,0,PRT,0,1,0,95.0,0,Y
192,10,43,21,0,2,2,0,0,PRT,0,1,0,95.0,0,Y
15,3,11,10,2,4,2,0,0,RUS,0,1,0,88.0,0,Y
159,4,15,9,1,1,2,0,0,FRA,0,1,0,70.0,1,N
1,3,9,3,2,2,3,0,0,ITA,0,4,0,134.3,0,N
277,11,46,7,1,2,2,0,0,PRT,0,1,0,100.0,0,Y
240,7,30,23,2,1,2,0,0,PRT,0,1,0,110.0,0,Y
29,6,23,8,0,3,2,0,0,BEL,0,4,0,214.67,1,Y
4,8,36,30,0,2,3,0,0,FRA,0,4,0,175.0,2,N
60,4,15,9,2,3,3,0,0,PRT,0,1,0,41.76,1,Y
201,8,35,28,1,3,2,0,0,DEU,0,4,0,126.0,0,N
33,8,35,28,1,3,3,0,0,PRT,0,4,0,210.0,0,Y
64,5,21,17,0,2,2,0,0,PRT,0,1,1,140.0,0,Y
84,8,35,22,1,1,2,0,0,CN,0,5,0,150.3,0,N
2,2,9,27,1,1,2,0,0,FIN,0,1,0,80.0,1,N
18,1,3,16,2,2,2,0,0,FRA,0,1,0,65.0,0,N
10,5,19,7,0,1,1,0,0,PRT,0,1,0,141.0,0,Y
230,5,21,25,0,3,3,0,0,GBR,0,4,0,157.5,1,Y
117,8,33,12,1,2,3,0,0,PRT,0,4,0,155.7,1,N
43,6,23,8,2,3,2,0,0,FRA,0,1,0,156.0,1,N
188,6,25,15,0,2,1,0,0,PRT,0,1,0,130.0,0,Y
136,3,12,21,0,3,2,0,0,AUT,0,1,0,93.6,1,Y
1,12,52,18,1,0,2,0,0,PRT,0,1,1,89.5,1,N
0,11,45,5,2,2,2,0,0,AGO,0,1,1,89.0,0,N
127,9,36,1,1,3,2,0,0,FRA,0,4,0,143.1,0,Y
15,7,27,6,0,1,1,0,0,ITA,0,1,1,125.0,0,N
247,6,24,6,1,1,2,0,0,DEU,0,1,0,115.0,1,N
6,9,37,10,1,3,2,0,0,NLD,0,1,0,116.25,2,N
240,10,43,21,1,2,2,0,0,PRT,0,1,0,110.0,0,Y
215,8,33,8,1,2,2,0,0,ITA,0,1,0,96.3,1,Y
28,4,17,28,0,2,2,0,0,ESP,0,1,0,115.0,1,Y
292,8,32,5,0,2,2,0,0,PRT,1,1,0,62.0,0,Y
11,2,8,20,1,3,2,1,0,ARG,0,1,0,103.7,1,N
12,6,24,8,0,2,1,0,0,PRT,0,1,0,90.0,1,Y
114,10,44,27,0,1,1,0,0,BRA,0,1,0,125.1,1,N
110,7,30,25,2,1,1,0,0,ITA,0,1,1,36.25,0,N
283,7,31,27,1,1,2,0,0,PRT,1,1,0,62.0,0,Y
21,3,10,1,0,2,3,0,0,FRA,0,4,0,142.0,2,N
271,9,39,23,0,2,2,0,0,GBR,0,1,0,95.4,0,N
54,8,36,30,0,4,2,0,0,DEU,0,1,0,109.8,3,N
215,11,48,21,1,2,1,0,0,MLT,0,1,0,75.0,0,N
377,10,42,14,0,2,2,0,0,DEU,0,1,0,115.0,1,N
46,2,7,7,2,3,2,0,0,DEU,0,2,1,65.11,0,N
44,10,44,25,2,0,1,0,0,GRC,0,1,0,75.6,0,N
587,2,7,16,0,1,1,0,0,PRT,0,1,0,59.0,0,Y
62,4,14,1,1,2,2,0,0,FRA,0,4,0,106.2,0,N
96,4,15,11,0,3,2,0,0,FRA,0,1,0,120.0,1,N
72,9,37,11,0,2,2,0,0,LUX,0,1,0,126.0,0,N
15,9,37,8,0,4,2,0,0,ESP,0,1,0,105.0,1,N
