booking_id,lead_time,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,total_guests,country,previous_cancellations,reserved_room_type,booking_changes,company,adr,total_of_special_requests,is_canceled
113262,212,6,22,2,1,2,2,0,0,2,FRA,0,1,0,,127.33,0,N
112863,204,5,21,26,1,2,2,0,0,2,GBR,0,1,0,,107.1,3,N
94072,161,7,31,27,0,4,2,1,0,3,GBR,0,1,0,,114.75,2,N
50654,259,5,19,5,0,3,2,0,0,2,PRT,0,1,0,,90,0,Y
50552,103,5,19,4,0,3,2,0,0,2,PRT,0,1,0,,95,0,Y
68043,116,5,19,11,1,3,3,0,0,3,COL,0,4,0,,181.8,0,Y
79548,6,10,44,25,2,2,2,0,0,2,GBR,0,1,0,,123.5,3,N
99924,52,10,43,17,1,2,2,0,0,2,DEU,0,1,0,,108,1,N
108836,10,3,13,31,0,2,2,0,0,2,PRT,0,5,0,,166,2,N
111783,174,5,19,13,1,1,2,0,0,2,GBR,0,4,0,,118.8,0,N
109695,118,4,14,8,2,5,2,0,0,2,DEU,0,1,0,,119.57,1,N
40919,1,8,33,9,1,0,2,2,0,4,PRT,0,6,0,,153,2,N
97984,110,9,39,20,0,3,2,0,0,2,IRL,0,4,0,,112.88,0,N
52778,69,6,25,12,2,4,1,0,0,1,PRT,0,1,0,,120,0,Y
69089,201,5,21,25,0,3,2,0,0,2,PRT,0,1,0,,115,0,Y
100484,119,10,44,24,1,3,2,0,0,2,FRA,0,1,0,,106.25,0,N
59438,199,10,44,28,0,2,2,0,0,2,PRT,0,1,0,,95,0,Y
74369,276,7,30,20,1,1,2,0,0,2,PRT,1,1,0,,62,0,Y
116129,197,7,28,10,1,4,2,0,0,2,IRL,0,1,0,,107.1,0,N
68250,164,5,20,15,1,2,1,0,0,1,PRT,0,1,0,,160,0,Y
72206,240,7,30,23,2,1,2,0,0,2,PRT,0,1,0,,110,0,Y
59690,212,10,45,31,1,4,3,0,0,3,ITA,0,4,0,,126.9,0,Y
46068,198,12,49,5,2,1,2,0,0,2,ESP,0,1,0,,90,0,Y
78685,31,10,42,11,2,2,1,0,0,1,GBR,0,1,1,,94.5,2,N
63717,45,2,7,18,2,1,2,2,0,4,NLD,0,5,0,,125.4,0,Y
49102,105,4,15,6,0,1,2,0,0,2,PRT,0,1,0,,75,0,Y
105712,6,2,7,13,1,1,2,0,0,2,GBR,0,1,1,,98,0,N
63892,29,2,8,24,2,2,3,0,0,3,GBR,0,4,0,,134.3,0,Y
45851,98,11,48,23,1,3,1,0,0,1,HRV,0,1,1,,70,0,N
73122,507,8,33,15,0,1,2,0,0,2,PRT,0,1,0,,90,0,Y
48214,92,3,12,18,2,2,2,0,0,2,DEU,0,4,0,,72.49,1,N
65873,180,4,15,9,2,1,2,0,0,2,NLD,0,1,0,,117,1,Y
73913,258,7,27,2,0,2,2,0,0,2,PRT,1,1,0,,62,0,Y
62686,74,1,3,18,0,4,2,0,0,2,PRT,0,1,0,,88.39,0,Y
91119,256,6,25,15,0,2,1,0,0,1,DEU,0,1,1,,90,0,N
114968,115,6,26,27,0,3,2,0,0,2,SVN,0,4,0,,135,0,N
63237,56,2,5,3,0,2,2,0,0,2,ITA,0,1,0,,79.2,0,Y
103624,106,12,53,25,2,1,2,0,0,2,FRA,0,2,1,,91.6,2,N
63040,28,1,4,27,0,2,2,0,0,2,PRT,0,1,0,,97.5,0,Y
57997,349,10,41,4,1,5,1,0,0,1,PRT,0,1,0,,80,0,Y
96938,230,9,37,6,0,5,2,0,0,2,FRA,0,1,0,,137,1,N
57483,418,9,40,26,1,2,2,0,0,2,PRT,0,1,0,,75,0,Y
89058,3,5,21,16,1,0,1,0,0,1,ESP,0,1,0,,71.2,0,N
115508,10,7,27,6,0,1,1,0,0,1,PRT,0,1,0,,95,0,N
108618,74,3,12,25,2,3,2,0,0,2,NLD,0,5,0,,117.3,2,N
43685,83,9,39,23,0,2,2,0,0,2,ESP,0,1,0,,62,0,N
53584,121,6,26,24,1,2,2,0,0,2,PRT,0,1,1,,90,0,Y
48484,37,3,13,24,0,3,1,0,0,1,LBN,0,1,0,,112.2,0,Y
93864,30,7,31,27,0,1,2,0,0,2,DEU,0,1,0,,125.1,1,N
40319,20,7,30,22,0,2,2,0,0,2,PRT,0,1,0,,62,0,Y
49760,103,4,17,19,0,2,1,0,0,1,PRT,0,1,0,,115,0,Y
92389,134,7,27,2,2,2,2,0,0,2,CN,0,1,0,,93.08,2,N
70726,51,6,25,21,0,4,2,0,0,2,USA,0,1,0,,135,1,Y
118273,106,8,33,13,2,3,3,0,0,3,FRA,0,4,1,,195,1,N
43175,15,9,38,16,0,1,2,0,0,2,PRT,0,4,0,,115,2,N
58301,111,10,42,10,1,0,1,0,0,1,PRT,0,1,0,,120,0,Y
53323,290,6,25,17,1,2,2,0,0,2,FRA,0,1,0,,72,1,N
49511,126,4,16,14,0,3,2,0,0,2,PRT,0,1,0,,65,0,Y
99311,222,10,42,12,0,4,2,0,0,2,ROU,0,1,0,,80.75,1,N
75880,351,10,40,3,2,2,2,0,0,2,PRT,1,1,0,,62,0,Y
84525,1,2,9,25,0,3,2,0,0,2,ESP,0,6,1,,100,0,N
62788,2,1,4,22,2,2,2,0,0,2,FRA,0,1,0,,124.1,1,Y
46344,4,12,53,30,0,2,2,0,0,2,ESP,0,4,0,,137,1,Y
73009,189,8,32,12,2,1,2,0,0,2,FRA,0,4,0,,139.5,0,Y
62155,27,1,1,3,0,2,2,0,0,2,ITA,0,1,0,,106,1,Y
51078,273,5,20,13,1,2,2,0,0,2,PRT,0,1,0,,95,0,Y
44637,50,10,41,9,0,2,2,0,0,2,PRT,0,1,0,,85,0,N
76640,0,2,6,7,0,1,1,0,0,1,PRT,0,1,0,45,0,2,N
82576,0,12,53,29,0,4,2,0,0,2,FRA,0,4,0,,60.25,0,N
45988,134,12,49,4,2,2,2,0,0,2,PRT,0,1,0,,65,0,Y
53897,114,7,27,1,1,2,1,0,0,1,PRT,0,1,0,,75,0,Y
45845,98,11,48,23,1,2,1,0,0,1,PRT,0,1,0,,84,0,Y
87993,76,4,18,24,2,3,1,1,0,2,FRA,0,1,0,,98.5,1,N
85338,7,3,11,9,0,4,1,0,0,1,BRA,0,1,0,,99,1,N
97441,1,9,38,15,0,1,2,0,0,2,ITA,0,1,0,,159,1,N
60810,42,11,48,22,0,3,2,0,0,2,NLD,0,4,0,,95.38,1,Y
119294,243,8,35,30,0,3,2,2,0,4,DEU,0,6,0,,189,3,N
57669,263,9,40,29,2,4,2,0,0,2,DEU,0,1,0,,100.3,0,Y
99680,377,10,42,14,0,2,2,0,0,2,DEU,0,1,0,,115,1,N
43900,87,9,39,25,2,3,2,0,0,2,PRT,0,1,0,,170,0,Y
47629,1,2,10,28,2,1,1,0,0,1,PRT,0,1,0,,60,0,Y
62786,30,1,4,22,2,0,2,0,0,2,TWN,0,1,0,,97.5,3,Y
55548,161,8,34,16,0,2,2,1,0,3,BEL,0,4,1,,127.8,1,Y
41763,1,8,35,23,2,0,2,0,0,2,FRA,0,1,0,,98,2,N
40079,43,7,27,3,0,2,2,0,0,2,PRT,0,1,0,,86,0,N
87357,47,4,16,15,1,2,2,2,0,4,POL,0,6,2,,173.12,2,N
98281,22,9,40,25,2,0,2,0,0,2,BRA,0,1,0,,107.03,1,N
64420,112,3,10,9,0,3,2,0,0,2,ITA,0,1,0,,93.6,1,Y
118339,103,8,33,17,0,2,2,0,0,2,GBR,0,1,2,,115,1,N
103717,255,12,53,27,0,3,2,0,0,2,GBR,0,1,2,,62.64,0,N
67995,120,5,19,11,0,1,1,0,0,1,GBR,0,1,0,,108,0,Y
50386,133,4,18,29,1,2,2,0,0,2,DEU,0,1,0,,88.5,0,Y
102712,16,12,49,2,1,2,2,0,0,2,CHE,0,1,3,,85.78,2,N
42966,87,9,37,11,0,2,1,0,0,1,FRA,0,1,0,,100,0,Y
108071,151,3,12,20,1,1,2,0,0,2,PRT,0,1,0,,95,1,N
45494,54,10,44,31,0,1,2,2,0,4,POL,0,6,0,,139.5,2,N
60440,300,11,46,11,0,2,2,0,0,2,PRT,0,1,0,,65,0,Y
71212,144,6,26,29,1,3,2,0,0,2,NOR,0,4,0,,121.05,1,Y
59964,305,11,45,4,1,2,2,0,0,2,PRT,0,1,0,,89,0,Y
46722,38,1,4,17,2,5,1,0,0,1,RUS,0,1,0,,68.5,0,N
87196,62,4,16,11,1,4,2,0,0,2,GBR,0,4,0,,112.2,0,N
43641,19,9,39,21,1,3,2,0,0,2,GBR,0,4,0,,90.98,1,N
53427,193,6,26,20,1,2,2,0,0,2,PRT,0,1,0,,120,0,Y
41806,53,8,35,24,1,1,2,0,0,2,ESP,0,1,0,,62,0,N
47983,87,3,11,11,1,2,2,0,0,2,GBR,0,1,0,,51.97,1,N
71683,35,7,28,10,1,2,2,0,0,2,ROU,0,1,0,,146.67,2,Y
80392,34,12,50,8,0,2,1,0,0,1,PRT,1,1,0,,90,0,Y
51762,11,5,22,24,0,3,2,0,0,2,PRT,0,1,0,,160,0,Y
100297,87,10,44,23,2,1,2,0,0,2,DEU,0,1,0,,80.75,1,N
50629,302,5,19,5,0,2,2,0,0,2,PRT,0,1,0,,62,0,Y
83434,4,1,5,27,1,4,1,0,0,1,CN,0,1,0,,86,1,N
41792,53,8,35,24,1,1,1,0,0,1,PRT,0,1,1,,60,0,N
95432,32,8,34,17,0,2,4,0,0,4,NLD,0,7,0,,214.75,1,N
96126,122,8,35,21,3,5,2,0,0,2,ESP,0,1,0,,72.26,2,N
102816,0,12,50,6,0,1,1,0,0,1,CHE,0,1,0,,70,0,N
82703,44,1,1,2,2,1,1,0,0,1,PRT,0,1,1,,74,0,N
118616,163,8,33,19,2,2,2,0,0,2,LUX,0,1,1,,131.5,1,N
76821,2,7,28,8,0,1,2,0,0,2,PRT,2,1,1,40,77,0,N
55261,200,8,33,9,0,3,2,0,0,2,PRT,0,1,0,,72.25,1,Y
100237,386,10,44,23,2,0,2,0,0,2,DEU,0,1,0,,115,1,N
71572,95,7,27,7,2,3,2,0,0,2,IRL,0,1,0,,120,1,Y
69598,212,6,22,2,1,2,2,0,0,2,PRT,0,1,0,,105,0,Y
49585,31,4,16,15,0,2,2,0,0,2,ESP,0,1,0,,103.5,0,Y
49903,265,4,17,20,0,4,2,0,0,2,PRT,0,1,0,,101,0,Y
54635,379,7,30,21,0,2,2,0,0,2,PRT,0,1,0,,62,0,Y
54662,152,7,30,22,2,3,2,0,0,2,ARE,0,1,0,,101.15,0,Y
61037,215,11,49,30,0,4,0,2,0,2,ROU,0,2,0,,67.26,0,Y
47261,39,2,7,13,2,1,2,0,0,2,PRT,0,1,0,,67.5,1,N
65566,373,4,14,5,0,3,2,0,0,2,PRT,0,1,0,,90,0,Y
97318,346,9,38,13,0,2,2,0,0,2,DEU,0,1,0,,115,1,N
76154,181,7,27,1,1,4,3,0,0,3,PRT,0,1,0,,111.5,0,N
74992,260,7,27,4,2,2,2,0,0,2,PRT,1,1,0,,62,0,Y
104135,0,1,1,2,1,3,2,1,0,3,NLD,0,1,0,,108.8,0,N
63837,594,2,8,23,0,2,2,0,0,2,PRT,0,1,0,,62,0,Y
105456,32,2,6,9,0,0,2,0,0,2,PRT,0,4,0,,0,0,N
114536,2,6,25,20,0,3,2,0,0,2,NLD,0,7,0,,333.67,0,N
69333,186,5,22,30,0,2,2,0,0,2,PRT,0,1,0,,130,0,Y
78130,12,10,41,4,1,0,1,0,0,1,FRA,0,1,0,,72,0,N
68603,105,5,20,19,0,2,1,0,0,1,PRT,0,1,0,,160,0,Y
74013,293,8,32,6,0,2,2,0,0,2,PRT,1,1,0,,62,0,Y
93559,292,7,30,21,0,2,2,0,0,2,DEU,0,1,0,,115,0,N
84562,24,2,9,26,0,2,2,0,0,2,PRT,0,1,0,,79,1,N
49985,57,4,17,22,0,2,2,0,0,2,GBR,0,4,0,,118.8,0,Y
108477,29,3,13,26,2,0,1,0,0,1,ITA,0,1,0,,112,2,N
99194,338,10,41,7,1,2,2,0,0,2,FRA,0,1,0,,90.67,1,N
116753,423,7,29,22,1,1,1,0,0,1,DEU,0,1,1,,95.5,0,N
72164,5,7,29,22,2,3,2,0,0,2,PRT,0,1,0,,140,0,Y
117605,206,8,31,3,1,3,2,0,0,2,DEU,0,4,0,,144,0,N
92067,35,6,27,26,2,2,2,1,0,3,PRT,0,1,0,,125.1,1,N
72754,223,8,31,5,2,1,2,0,0,2,RUS,0,1,0,,130.5,0,Y
43357,74,9,38,18,0,2,2,0,0,2,PRT,0,1,0,,101.5,0,Y
80690,32,11,47,20,0,2,1,0,0,1,PRT,0,1,0,,73,0,N
86360,58,3,14,29,0,4,2,0,0,2,FRA,0,4,0,,98.6,1,N
106106,11,2,8,19,2,0,2,0,0,2,POL,0,1,1,,100,0,N
59758,166,11,45,1,0,3,1,0,0,1,PRT,0,1,0,,110,0,Y
77460,5,9,38,19,0,1,1,2,0,3,PRT,0,2,2,,82.25,1,N
52912,11,6,25,14,0,3,2,0,0,2,PRT,0,4,0,51,90,0,Y
106850,36,3,9,2,0,2,2,0,0,2,FRA,0,1,1,,75,0,N
54704,199,7,30,23,3,6,2,1,0,3,DEU,0,4,0,,94.51,2,N
63466,67,2,7,12,2,0,2,0,0,2,PRT,0,1,0,,80,0,Y
90842,0,6,24,11,1,1,2,0,0,2,SWE,0,1,0,,108.57,0,N
116034,414,7,28,13,0,2,2,0,0,2,DEU,0,1,0,,122.4,1,N
108148,6,3,11,15,2,6,2,1,0,3,RUS,0,6,1,,208,0,N
60851,503,11,48,24,0,2,2,0,0,2,PRT,0,1,0,,62.8,0,Y
83932,3,2,7,10,1,4,2,0,0,2,DEU,0,1,0,,63.88,0,N
63005,37,1,4,25,2,7,1,0,0,1,CHN,0,1,0,,63.71,0,Y
76086,364,10,42,16,0,2,2,0,0,2,PRT,1,1,0,,101.5,0,Y
98960,34,10,41,5,0,2,2,0,0,2,HUN,0,5,0,,144,0,N
62662,54,1,3,18,0,3,2,0,0,2,PRT,0,1,0,,65,0,Y
115615,167,7,27,7,0,2,2,0,0,2,DNK,0,1,0,,89.1,2,N
71374,465,7,27,4,0,1,2,0,0,2,PRT,0,1,0,,90,0,Y
47943,74,3,11,10,0,3,2,0,0,2,DEU,0,4,0,,89.3,1,N
95814,104,8,35,21,2,1,2,0,0,2,ESP,0,1,0,,119.7,0,N
95178,136,8,33,11,2,3,1,1,0,2,FRA,0,1,2,,86.36,1,N
102982,61,12,50,8,0,3,2,0,0,2,ESP,0,1,0,,93.6,1,N
111059,61,5,18,2,0,4,1,0,0,1,GBR,0,4,0,,112.86,0,N
88159,63,4,18,29,1,2,3,0,0,3,ESP,0,1,0,,159.3,0,N
105830,36,2,6,11,2,3,2,1,0,3,DEU,0,1,0,,101.66,3,N
101987,63,11,47,17,1,3,2,0,0,2,GBR,0,1,2,,88.4,2,N
83473,1,2,6,3,0,1,1,0,0,1,PRT,0,1,0,40,66,1,N
51641,141,5,22,23,1,2,2,0,0,2,TUN,0,4,0,,114.3,1,Y
89158,49,5,20,13,2,3,2,0,0,2,PRT,0,4,0,,140.4,1,N
59930,304,11,45,3,0,3,2,0,0,2,PRT,0,1,0,,89,0,Y
64157,28,3,9,2,0,3,2,0,0,2,PRT,0,1,0,,95,0,Y
47867,21,3,11,7,1,0,2,0,0,2,CHN,0,1,0,,91,0,Y
46194,0,12,52,24,0,1,2,0,0,2,PRT,0,1,0,,85,0,N
54207,22,7,28,8,1,2,3,0,0,3,GBR,0,4,0,,187,2,Y
97763,0,9,39,20,0,0,2,0,0,2,GBR,0,4,0,,0,1,N
87399,33,4,16,16,2,1,1,1,0,2,CHE,0,4,0,,91.48,1,N
91992,41,6,27,27,1,1,2,2,0,4,TMP,0,6,1,,189.9,3,N
93174,161,7,29,15,1,2,3,0,0,3,DEU,0,1,0,,96.9,1,N
99462,22,10,42,10,1,3,3,0,0,3,CHE,0,4,0,,213,0,N
82208,97,12,53,29,0,3,2,0,0,2,PRT,1,1,0,,70,1,Y
45081,102,10,42,16,0,2,2,0,0,2,PRT,0,1,0,,101.5,0,Y
108728,35,3,13,30,0,2,2,1,1,4,PRT,0,5,0,,140,0,N
58373,182,10,42,12,0,1,2,0,0,2,FRA,0,1,0,,98.1,0,Y
81882,178,4,18,28,0,3,1,0,0,1,PRT,1,1,0,,0,0,Y
81502,6,12,50,10,0,2,1,0,0,1,DEU,0,1,0,,116,0,N
115382,405,7,27,4,0,2,2,0,0,2,DEU,0,1,0,,114.4,0,N
109366,83,4,14,6,1,3,2,0,0,2,GBR,0,4,0,,127.8,3,N
60689,301,11,47,18,0,2,2,0,0,2,PRT,0,1,0,,52,0,Y
116091,414,7,28,13,0,2,2,0,0,2,DEU,0,1,0,,122.4,1,N
106944,203,3,9,2,0,3,2,0,0,2,GBR,0,1,0,,57.93,2,N
71114,368,6,26,28,0,3,2,0,0,2,PRT,0,1,0,,90,0,Y
101198,0,11,46,8,0,0,1,0,0,1,PRT,0,5,0,,0,2,N
93641,153,7,30,22,0,2,2,0,0,2,FRA,0,1,0,,109.8,1,N
108639,132,3,13,26,2,3,1,0,0,1,BRA,0,1,0,,61.52,1,N
55455,143,8,33,13,1,1,2,0,0,2,USA,0,1,0,,114.3,0,Y
48473,32,3,13,24,0,3,3,0,0,3,ESP,0,4,0,,159.3,0,Y
66595,393,4,16,22,2,1,2,0,0,2,PRT,0,1,0,,90,0,Y
110159,133,4,16,19,0,4,2,0,0,2,LTU,0,1,0,,124,0,N
75523,355,10,41,7,0,2,2,0,0,2,PRT,1,1,0,,62,0,Y
64633,97,3,11,14,0,2,2,0,0,2,PRT,0,1,0,,85,0,Y
99995,86,10,43,20,0,3,4,0,0,4,CHE,0,7,1,,192.86,1,N
74748,329,9,37,11,2,3,1,0,0,1,PRT,1,1,0,,80,0,Y
103746,24,12,53,30,0,1,2,2,0,4,BRA,0,6,0,,206,0,N
114488,42,6,25,19,1,3,2,0,0,2,SWE,0,1,0,,150,0,N
115705,181,7,27,8,1,1,2,0,0,2,BEL,0,1,0,,89.1,0,N
73930,265,7,28,9,0,2,2,0,0,2,PRT,1,1,0,,62,0,Y
112554,21,5,21,21,2,2,2,0,0,2,CHE,0,1,0,,157.5,1,N
80904,16,11,48,27,0,2,2,0,0,2,PRT,0,1,0,,55,0,Y
57799,268,10,40,1,1,1,2,0,0,2,IRL,0,1,0,,95.4,0,Y
45462,65,10,44,29,1,3,2,0,0,2,ESP,0,1,0,,93.08,2,N
53005,188,6,25,15,0,2,1,0,0,1,PRT,0,1,0,,130,0,Y
112297,15,5,20,19,2,2,2,0,0,2,DEU,0,1,0,,145,1,N
40618,28,8,32,3,1,3,2,0,0,2,PRT,0,1,0,,62,0,Y
54659,178,7,30,22,1,2,2,0,0,2,MAC,0,1,0,,88.5,0,Y
77213,8,9,39,22,0,2,2,0,0,2,PRT,1,4,1,,136,1,Y
78787,0,10,42,14,0,2,1,0,0,1,PRT,0,1,0,,109,0,N
44432,97,10,41,5,1,3,1,0,0,1,PRT,0,1,0,,140,0,Y
48548,161,3,13,25,1,2,2,0,0,2,PRT,0,1,0,,130,0,Y
82366,108,3,12,18,0,2,2,0,0,2,PRT,1,1,0,,80,0,Y
88901,122,5,20,12,0,2,2,0,0,2,DEU,0,1,1,,105.3,1,N
65180,170,3,13,26,2,4,2,0,0,2,FRA,0,4,0,,96.9,0,Y
81180,313,8,34,18,2,5,2,0,0,2,PRT,1,1,0,,95.4,0,Y
95472,320,8,34,18,0,2,1,0,0,1,DEU,0,1,1,,90,0,N
107011,6,3,9,4,1,1,2,0,0,2,PRT,0,1,1,,98,1,N
42851,48,9,37,11,1,2,2,0,0,2,PRT,0,1,0,,60,0,N
106167,153,2,8,19,2,1,2,0,0,2,ITA,0,1,0,,75,0,N
93226,188,7,29,16,2,1,2,2,0,4,BEL,0,6,1,,186.3,1,N
61007,42,11,49,29,0,3,2,0,0,2,PRT,0,1,0,348,90,0,Y
87064,138,4,16,13,0,1,2,0,0,2,PRT,0,1,0,,90,1,N
54317,204,7,29,12,0,4,2,0,0,2,NLD,0,2,1,,81.81,0,N
58691,162,10,42,14,2,2,1,0,0,1,PRT,0,1,0,,115,0,Y
83439,4,1,5,30,2,1,2,0,0,2,PRT,0,1,0,,66,0,N
76803,0,8,33,11,0,1,2,0,0,2,PRT,0,1,0,,75,0,N
71244,135,6,26,30,0,1,1,0,0,1,PRT,0,1,0,,120,0,Y
93650,148,7,30,19,0,5,2,0,0,2,SWE,0,1,0,,79.2,1,N
97895,0,9,39,21,0,1,2,0,0,2,PRT,0,1,0,,175,2,N
107171,174,3,10,5,2,2,2,0,0,2,FRA,0,1,0,,90,0,N
57320,271,9,39,23,0,2,2,0,0,2,GBR,0,1,0,,95.4,0,N
91838,192,6,26,24,0,2,1,0,0,1,GBR,0,1,0,,95,0,N
93845,61,7,31,24,2,2,1,0,0,1,PRT,0,1,1,72,40,1,N
110422,93,4,16,22,2,3,2,0,0,2,FRA,0,1,2,,105,2,N
95645,0,8,35,21,1,0,2,1,0,3,FRA,0,1,2,,164,0,N
114188,156,6,24,15,0,3,2,0,0,2,NLD,0,4,2,,148.5,1,N
68554,151,5,20,19,0,1,2,0,0,2,USA,0,1,0,,140,1,Y
112281,181,5,20,20,1,1,2,0,0,2,CHE,0,4,0,,139.5,2,N
106946,203,3,9,2,0,3,2,0,0,2,GBR,0,1,0,,57.93,2,N
102020,72,11,47,18,2,2,2,0,0,2,BRA,0,1,0,,70.72,0,N
59376,235,10,44,27,1,3,2,1,0,3,CZE,0,1,0,,106.25,0,Y
118151,140,8,33,15,0,1,2,0,0,2,ITA,0,1,0,,71.1,0,N
99677,3,10,42,12,0,4,2,0,0,2,CHE,0,4,0,,175,3,N
81030,86,1,4,22,0,1,2,0,0,2,PRT,1,1,0,,85,0,Y
68086,150,5,19,12,1,2,2,0,0,2,ESP,0,1,0,,120,1,Y
90319,49,6,23,3,0,2,2,0,0,2,ESP,0,1,2,,80.75,0,N
88110,9,4,18,29,0,2,1,0,0,1,PRT,0,1,0,,100,0,N
65811,109,4,14,8,2,5,2,0,0,2,DEU,0,4,0,,169.07,0,Y
92243,177,6,27,30,0,3,2,0,0,2,NLD,0,1,0,,72.25,1,N
67329,157,5,18,1,1,3,2,0,0,2,PRT,0,1,0,,130,0,Y
84616,5,2,9,27,2,1,2,0,0,2,FRA,0,4,0,,108,1,N
81495,12,5,22,29,1,0,1,0,0,1,PRT,0,5,0,45,0,2,N
99654,377,10,42,14,0,2,2,0,0,2,DEU,0,1,0,,115,1,N
105562,21,2,6,7,0,5,2,1,1,4,ESP,0,4,2,,98.26,2,N
96484,2,8,36,31,0,3,2,0,0,2,GBR,0,1,1,,139,1,N
46673,13,1,3,15,0,2,2,0,0,2,PRT,0,1,0,,89,2,N
53675,35,6,27,27,1,2,3,0,0,3,CHN,0,4,0,,129.87,0,Y
45873,98,11,48,23,1,4,1,0,0,1,COL,0,1,1,,70,0,N
69172,168,5,21,26,1,2,2,0,0,2,PRT,0,1,0,43,140,0,Y
63391,78,2,6,10,2,3,2,0,0,2,HUN,0,4,0,,96.9,0,Y
98857,17,10,41,3,1,2,2,0,0,2,BEL,0,1,0,,85,0,N
67165,187,4,17,29,1,1,2,1,0,3,PRT,0,4,0,,140.3,1,Y
69884,37,6,23,8,0,2,2,2,0,4,OMN,0,6,0,,230,0,Y
52421,118,6,24,6,1,1,2,0,0,2,PRT,0,1,1,,120,0,Y
51435,198,5,21,20,0,1,2,0,0,2,PRT,0,1,1,,65,0,Y
77868,16,9,39,25,2,2,1,0,0,1,GBR,0,1,0,,170,0,N
50019,63,4,17,22,1,2,2,0,0,2,ITA,0,1,0,,105.3,1,Y
42199,63,9,36,2,0,3,2,0,0,2,BRA,0,1,0,,60,0,N
119091,518,8,34,26,2,1,2,0,0,2,GBR,0,1,0,,112.67,1,N
113756,212,6,23,9,0,2,2,0,0,2,GBR,0,1,0,,99,1,N
91949,33,6,27,27,1,0,2,0,0,2,FRA,0,1,0,,89.1,1,N
109978,58,4,15,15,2,3,3,0,0,3,FRA,0,4,0,,174.6,0,N
73488,149,8,34,24,0,2,2,2,0,4,GBR,0,6,0,,235,0,Y
68656,173,5,20,19,1,2,2,0,0,2,DEU,0,4,0,,139.5,2,Y
49813,95,4,17,20,0,2,2,0,0,2,PRT,0,1,0,,98,0,Y
41186,39,8,33,14,0,2,2,0,0,2,PRT,0,1,0,,101.5,0,Y
106777,42,2,9,27,1,3,2,0,0,2,PRT,0,1,0,,75,0,N
72007,163,7,29,17,1,3,2,0,0,2,GBR,0,4,0,,116.1,0,Y
113801,50,6,23,8,1,3,2,0,0,2,AUT,0,1,0,,140,2,N
88223,3,5,19,2,1,0,1,0,0,1,NLD,0,1,0,,104.72,1,N
62351,15,1,2,10,0,3,2,0,0,2,FRA,0,1,0,,79.5,0,Y
44757,174,10,41,10,1,1,2,0,0,2,PRT,0,1,0,,70,0,Y
99630,335,10,42,13,0,3,1,0,0,1,FRA,0,1,0,,80,0,N
117235,468,7,30,29,2,1,2,0,0,2,ZAF,0,1,0,,112.67,1,N
44226,164,10,40,2,0,2,1,0,0,1,PRT,0,1,0,,100,0,N
83221,14,1,4,23,1,1,2,0,0,2,KOR,0,1,0,,69.5,1,N
96220,5,8,36,29,1,0,2,0,0,2,GBR,0,1,0,,75,0,N
110855,20,4,17,28,2,2,2,0,0,2,FRA,0,1,1,,148.5,1,N
80650,67,11,47,20,0,2,2,0,0,2,ITA,0,4,0,,81.9,2,N
62068,187,1,1,1,1,0,2,0,0,2,RUS,0,4,0,,137.7,3,Y
91839,192,6,26,24,0,2,1,0,0,1,SRB,0,1,0,,95,0,N
58993,468,10,43,20,0,2,2,0,0,2,PRT,0,1,0,,62,0,Y
61519,28,12,51,15,1,3,3,0,0,3,FRA,0,4,0,,130.9,2,Y
71439,214,7,27,5,1,4,2,0,0,2,IRL,0,1,0,,89.1,2,Y
49908,270,4,17,20,0,4,2,0,0,2,PRT,0,1,0,,62.8,0,Y
101189,23,11,46,12,1,1,2,0,0,2,PRT,0,4,2,,0,1,N
69341,25,5,22,30,0,1,2,0,0,2,PRT,0,1,0,,90,0,Y
89458,189,5,21,19,0,3,2,0,0,2,FRA,0,1,0,,65,1,N
104229,11,1,1,7,0,1,2,2,0,4,PRT,0,6,0,,236,0,N
111502,70,5,18,6,2,4,2,0,0,2,FRA,0,1,0,,126,0,N
112055,395,5,20,17,0,3,1,0,0,1,PRT,0,1,0,,0,0,N
115946,153,7,28,10,1,2,2,0,0,2,IRL,0,1,0,,89.1,0,N
81728,109,2,9,21,2,1,2,0,0,2,PRT,1,1,0,,75,0,Y
95510,320,8,34,18,0,2,2,0,0,2,DEU,0,1,0,,115,1,N
95470,320,8,34,18,0,2,2,0,0,2,DEU,0,1,0,,115,1,N
49634,14,4,16,16,2,1,2,1,0,3,PRT,0,1,0,,127.67,0,Y
93909,149,7,30,23,2,4,2,0,0,2,FRA,0,1,0,,99.45,1,N
51679,158,5,22,24,0,2,1,0,0,1,PRT,0,1,0,,130,0,Y
83318,59,1,5,28,0,1,1,0,0,1,PRT,0,1,1,,80,0,N
62371,552,1,2,12,0,2,2,0,0,2,PRT,0,1,0,,62,0,Y
75132,276,7,30,20,1,1,2,0,0,2,PRT,1,1,0,,62,0,Y
58313,33,10,42,10,1,3,3,0,0,3,ITA,0,4,0,,186,1,Y
87770,168,4,17,21,2,3,2,0,0,2,USA,0,1,1,,81.2,1,N
99304,3,10,42,11,0,1,1,0,0,1,FRA,0,6,1,,240,0,N
115631,88,7,27,6,0,3,2,0,0,2,GBR,0,4,0,,150,1,N
99492,1,10,42,13,0,1,1,0,0,1,PRT,0,1,0,,90,0,N
